束ID,9相談,束,質問原文（受講生名・スタッフ名マスク済み）,日時,出典行(questions_all_full.csv)
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,予約時間を１５時３０分に変更させてください。,2026-05-17 15:03:34,2659
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,1on1予約,2026-05-17 15:45:05,2666
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,必ずセミナーききます。その日時に毎日作業会の予約しとけば当日、参加できるんですよね？作業会は予約だけしました。,2026-05-17 20:30:15,2694
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,予約の仕方がわかりません… zoomなのに日程を入れるのですか⁇,2026-05-17 20:33:59,2695
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さま みなさま お世話になっております。 メッセージをありがとうございます。 88日／100日連続です (๑•̀ㅂ•́)و✧ お伝えがうまくできておらず失礼いたしました。 実は本日プライベートコンサルを受けさせていただきました。 残念ながらご案内いただいたプロジェクトには参加できなかったのですが、小さな講座もご案内いただいたので、そちらに参加させていただくことにしました。 主人がスキルプラス以外の学びに理解がないため、こっそり内緒で進めます💦 スキルプラスの学習もがんばります！ 引き続きどうぞよろしくお願いいたします。 (* ᴗ͈ˬᴗ͈)”,2026-05-17 20:41:53,2696
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,合否連絡は、連絡はかず＆◯◯プライベートコンサルのLINE にお返事が届くのでしょうか？,2026-05-17 20:59:08,2697
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,予約しましたが、毎日作業会しか選べませんでした。 よろしいですか？,2026-05-17 20:59:10,2698
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,面談は1時間位ですか？,2026-05-17 21:01:57,2699
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,動画編集コースの特別セミナーに参加したいです。 予約ページでは、毎日作業会を選択して、日にちと時間帯はそれぞれ開催日に合わせて選択して予約すればいいですか？,2026-05-17 22:21:17,2711
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,予約ができません,2026-05-17 23:10:22,2715
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサル合格通知を頂きました。 ありがとうございました。 このご恩忘れません。 頑張ります。,2026-05-18 01:50:59,2718
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,オリエンテーション キャンセルしたい,2026-05-18 09:11:19,2728
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,オリエンテーションの日時を変更したいのですが、どうすればいいでしょうか？,2026-05-18 09:57:45,2729
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,こんにちは！ ご無沙汰しております😭🙏 今日はよろしくお願いします。 正直、、、 進めれてないんです😖💦 忙しさを理由に 動画勉強手につかず。。 今日ちょっとお話しだけ聞いもらいたく予約入れちゃいました😖💦💦,2026-05-18 10:02:30,2730
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,^_^毎日作業会の予約時間に入れなかったのは 何故ですか？,2026-05-18 11:49:32,2738
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さーーん、本日の19:10からの面談URLはどこに来ますでしょうか💦,2026-05-18 18:42:47,2784
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,申し訳ございません。 本日、のゴール設定1on1は仕事が長引いてしまって間に合わなそうなので上記日程で変更したいです。 宜しくお願い致します。,2026-05-18 19:11:40,2795
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になっております。 ClaudeCodeについてのセミナー後、面談の予約をさせていただいたところ、受講生は対象外とご案内いただきました。 スキルプラスについては講座の追加はサポートLINEで確認をするのが確実であると以前お話を聞いておりましたので、メッセージに記載されている『講座内のコンテンツ』について、お伺いしたく存じます。 スキルプラスでの受講が可能であれば追加をしたいのですが、主にどういった内容から始められるのか、手続き等について確認させていただけますと幸いです。 よろしくお願いいたします。,2026-05-18 19:34:07,2804
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さんとのコラボ企画 💮先ほどプライベートコンサルを受け、参加を決意しました。 やっと(0)➡️(1)が見えてきました。 前職で田舎の売店(雇われ店長)で一人で商売・通販をしていたので描きやすかった。(仕入れから在庫管理まで) お客様が近所◯◯さまから、世界市場になっただけ。 電話営業も足で稼ぐことも必要なし。 こんなところで過去の職歴が活かせるとは。有り難い(涙) コツコツ積み重ねます。 ご心配おかけしました(ありがとう),2026-05-18 19:35:50,2806
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,このセミナーを受けるためには、22日の21:00〜作業会を予約して作業会に参加すれば良いのですか？,2026-05-18 21:37:01,2818
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,面談で話すという形じゃないといけないのでしょうか？できればメッセージのやり取りでお話ししていきたいです。,2026-05-18 22:10:42,2823
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,面談で話すという形じゃないといけないのでしょうか？できればメッセージのやり取りでお話ししていきたいです。,2026-05-18 22:10:42,2824
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定１on1予約,2026-05-19 12:00:04,2843
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,21日面談できる時間帯ありますか？,2026-05-19 13:42:41,2847
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,21日面談できる時間帯ありますか？,2026-05-19 13:42:41,2848
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になります。 間違って予約をしてたんですが、 予約時間の毎日作業会も画面が、真っ暗のままでした。 担当の方の名前は出てたように思います。,2026-05-19 19:32:57,2863
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,"お世話になります。 金額の面で齟齬出ますね。面談せざるを得ないです。23日（土）21時以降、24日10時〜11時でお願いしたいです。 確認しますが、私が182,161円支払う必要があるのですね？",2026-05-19 22:54:21,2883
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯様 お世話になります。 ご連絡ありがとうございます。 予約いたしましたので 当日は、何卒よろしく お願いいたします。,2026-05-20 04:01:55,2894
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,こちらで予約していますが、 この時間で「AI×動画編集セミナー」に参加できるということでよろしいでしょうか？,2026-05-20 09:16:28,2899
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になります。 現在学習してての悩みが有りますのでまたzoom面談をお願いしたいです。 ご検討くださいませ。,2026-05-20 10:29:48,2901
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,その後、先週、一度、ご面談頂いたのですが、それから、ココナラに登録できたぐらいで、進展させようもなく、どうしようかといったところです。 知識も技術も無いので、近々お時間頂けないでしょうか。,2026-05-20 15:00:24,2918
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,有料というのはブートキャンプとかです。 失礼しました。 迷ってる部分は文章だと表現しづらいです。 予約しても良いですか？,2026-05-20 17:17:15,2945
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,有料というのはブートキャンプとかです。 失礼しました。 迷ってる部分は文章だと表現しづらいです。 予約しても良いですか？,2026-05-20 17:17:15,2946
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,アドワンプロジェクトについて プライベートコンサルを受けさせていただきました。 高圧的なところがあり非常に残念です。親に一度相談したいと言ったところ、相談して何か変わるの？と言われました。 スキルプラスでは結果は出せないのでしょうか？ とても不安です。,2026-05-20 17:18:23,2947
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,申し訳ありません。 27日で予約させていただいたのですが、都合が悪くなってしまったので日時を変更させていただきたいです。,2026-05-20 18:19:28,2952
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサルの特典頂けませんか？,2026-05-20 19:28:41,2967
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサルの特典頂けませんか？,2026-05-20 19:28:41,2968
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん 4月8日にご連絡をいただいてたのですが、対応できなくて申し訳ありません 体調を崩していて対応出来ないまま、そのままになっていました もし出来るのであれば、個人面談をお願い出来ればと思います,2026-05-20 19:50:13,2970
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,〔URL省略〕 明日の面談で使うゴール設定ワークシートを送っておきます！ 明日の13時からよろしくお願いします！,2026-05-20 22:24:15,2984
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯様 ご連絡が大変遅くなり申し訳ございませんでした。 ずっと気になっておりました🙇‍♀️季節の変わり目か 長く体調を崩していたため ご連絡が今になってしまいました👏 もし◯◯様の ご予定が宜しければ 是非 面談をお願い致します。 希望日です。 ① 5/30(土) ② 5/31(日) いづれかで 宜しければ是非お願い致します🤲,2026-05-21 07:43:32,2999
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ご予約ありがとうございます！よろしくお願い致します！,2026-05-21 10:48:33,3013
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ご返信いただきありがとうございます。 初めてづくしで緊張だらけでした。 1on1を申し込みたい場合はどうすればよいですか？,2026-05-21 12:39:54,3019
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,聞いて欲しいことあります 面談って予約できますか？ 15分のサポートとかありましたよね どうやって予約すんんでしたっけ,2026-05-21 13:18:35,3021
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,1on1予約,2026-05-21 14:33:18,3024
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ご調整いただきありがとうございます。 面談の日時承知しました。よろしくお願いします。,2026-05-22 05:37:42,3066
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すいません。 ◯◯さんに、面談をお願いしたいのですが、 5月23日10時 5月24日20時 5月25日20時 のどれかお願いできますか？,2026-05-22 09:57:09,3075
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,申し訳ないのですが、 体調不良と家族の反対があって、面談が困難です。,2026-05-22 11:54:41,3083
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん 本日はゴール設定1on1ありがとうございました！ とても話しやすくて、安心して相談することができました😊 今の自分に必要なことを整理するきっかけになって、とても有意義な時間でした。 また先ほど伝えたように、どのコースから手をつけたらいいか悩んでいるのですが、 「クライアントに対してサポートしようとしている内容を送ってもらえたら、合うコースを考えます」とおっしゃっていただいたので、ご相談です。 今回、クライアントの友人なのですが、新店舗オープンにあたって集客をサポートしたいと思っています。 現在の状況としては、 ・フェイシャルサロンを経営 ・現在1店舗で月140人ほど来店 ・新たに大分市で新店舗をオープン ・新店舗の集客に苦戦している という状況です。 最初はホームページ制作が必要かなと思ったのですが、 SNSやInstagramからLINE導線につなげる集客の方が重要なのかなとも感じています。 この場合、まず何から着手するのがおすすめでしょうか？ また、こういったサポートをしていく場合、どのコースから学ぶのが良さそうかアドバイスいただけると嬉しいです(happy) よろしくお願いします(Brown bow),2026-05-22 12:07:15,3091
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん 本日はゴール設定1on1ありがとうございました！ とても話しやすくて、安心して相談することができました😊 今の自分に必要なことを整理するきっかけになって、とても有意義な時間でした。 また先ほど伝えたように、どのコースから手をつけたらいいか悩んでいるのですが、 「クライアントに対してサポートしようとしている内容を送ってもらえたら、合うコースを考えます」とおっしゃっていただいたので、ご相談です。 今回、クライアントの友人なのですが、新店舗オープンにあたって集客をサポートしたいと思っています。 現在の状況としては、 ・フェイシャルサロンを経営 ・現在1店舗で月140人ほど来店 ・新たに大分市で新店舗をオープン ・新店舗の集客に苦戦している という状況です。 最初はホームページ制作が必要かなと思ったのですが、 SNSやInstagramからLINE導線につなげる集客の方が重要なのかなとも感じています。 この場合、まず何から着手するのがおすすめでしょうか？ また、こういったサポートをしていく場合、どのコースから学ぶのが良さそうかアドバイスいただけると嬉しいです(happy) よろしくお願いします(Brown bow),2026-05-22 12:07:15,3092
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん ◯◯さんと面談させていただきました。 面談勧めていただきありがとうございます。 引き続き定期的な面談続けさせていただけると幸いです。 次回予約どうすればよいか◯◯さんのご都合含めて教えていただけると助かります。 よろしくお願いいたします。,2026-05-22 16:12:18,3117
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すみませんでした。 今帰宅しました。 キャンセル申し訳ありませんでした。 再度面談予定取りたいので空き枠を教えて下さい。 宜しくお願い致します。,2026-05-22 16:47:44,3129
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,先ほど◯◯さんと面談してサーポートLINEに投げ掛けてくださいと言われたのですが、,2026-05-22 17:57:24,3141
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,こんにちは！お世話になっております。◯◯です。 講師の方と面談させていただきたいのですが、日程調整していただくことは可能でしょうか。 よろしくお願いいたします！,2026-05-22 17:58:13,3142
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,本日プライベートコンサルを受けさせて頂き、入会しました。 これからスキルプラスと共にADD✖️ONEプロジェクトも頑張る所存です。 宜しくお願いします。,2026-05-22 18:39:17,3154
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,はい、大丈夫です。 とりあえず面談の方がスムーズに行くようなので、そちらにしました。,2026-05-22 18:50:00,3156
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯◯◯｜2026年12月31日までに月50万円稼げるようになる ご連絡ありがとうございます！ 本業で小さな飲食店を経営しており､すき間時間にスキルプラスで学習しCWの案件に応募しておりました。 案件応募から面談まではいくのですが､ほぼ全てスクール勧誘や自社有料研修への参加を経て業務開始といった内容だったため現在まで０→１未達成の状況です。 ライティング 画像編集 動画編集 画像生成 などの学習をさせていただき､現在は本業の業務で活用できるAIツールやアプリなどをClaudeCodeやCodexで作成していました。 AIを使って作業したり､何かを製作する事に熱中するあまりCWの案件応募が滞っている現状を危ぶみ｢稼ぐガチ勢コミュニティ｣へ参加させていただきました。 同時にアドワンプロジェクトへも参加させていただいています。 直近では本業の方が６月から夏季メニューに切り替わるというタイミングもあり､多少バタバタしておりました。 そのため｢ガチコミュ｣のオープンチャットへの書き込みなどに手が回らない状況ではありましたが､熱量や意気込みは変わっておりませんので大丈夫です！ 今後ともよろしくお願いいたします！,2026-05-22 22:49:23,3188
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,6/5 21:00からの1on1面談 日程変更お願いいたします m(_ _)m 6/11or6/12の20時以降でお願い出来れば嬉しいです。,2026-05-22 22:54:00,3190
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すみません。面談は、やはり遠慮しておきます。 よろしければLINEでロードマップ共有していただければ幸いです。 加えて確認なのですが、今は受講日数は加算されてないといった認識でよろしいでしょうか。,2026-05-22 23:15:45,3198
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,連絡ありがとうございます。面談というのは以前予約したインストラクションのことでしょうか。それまで時間があるのですが何かできることはありますか。,2026-05-23 13:09:21,3225
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定1on1予約。,2026-05-23 13:58:59,3236
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん、お返事頂きありがとうございます。 1on1 で担当してくれている◯◯さんは分かっているのですが当方、アパレル製品のプリントで個人、企業のオリジナルプリントの制作で稼ぐ方法を模索しております（アパレルでの経験が長い物で...） アパレル製品に限らず紙やアクリル、ガラスなどにも店舗オーナーや地元企業に向けて営業をする方法をと考えSNS集客をスキルプラスのsuccess learningを活用させていただいています、また、動画編集の経験もあるのでこちらでも稼げれば良いとの思いから昨日のAIMの◯◯さんの講義を受けた次第です、 （動画編集のスキルで店舗や企業に対してPR動画の作成なども営業の武器にすれば幅が広がると思いまして、) で、◯◯さんのやっていらっしゃる事と今の私のこの動きがどのようにリンクするのかがまだ良くわかりません。 もう少し説明をいただけるとありがたいです、 長々と失礼しました。,2026-05-23 14:15:14,3241
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定1on1を受けたいです。よろしくお願いいたします。,2026-05-23 14:30:32,3244
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯様 お世話になっております。 面談の日程変更、承知いたしました！ 都合が決まり次第、追ってご連絡いたします。,2026-05-23 17:54:48,3268
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん、ありがとうございます。 面談の方は家族と相談し、実施するかどうか決めようと思います。 ◯◯ちゃんもいるので、妻1人に見てもらうことになるためです。 体験記の方はどうでしょうか。 Day3までの内容でよければ全て書き終えようと思います。,2026-05-23 20:09:09,3280
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん、ありがとうございます。 面談の方は家族と相談し、実施するかどうか決めようと思います。 ◯◯ちゃんもいるので、妻1人に見てもらうことになるためです。 体験記の方はどうでしょうか。 Day3までの内容でよければ全て書き終えようと思います。,2026-05-23 20:09:09,3281
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,申し訳ございません。こちらの予約をキャンセルさせてください。 改めて別の日に予約させていただきます。,2026-05-23 22:14:04,3296
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すみません 今、５月末までの繁忙期で 体調がすぐれない状況で本業をこなしており 心身ともに余裕がなく、面談までにゴール設定コースの完了ができそうにありません 面談を６月の月初まで延期してもらえないでしょうか ほんとにご無理を言いますがよろしくお願いします,2026-05-23 23:34:44,3304
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,5月24日 午後1時30分から予定している、1on1の講座の時間を変更したいです。,2026-05-24 03:26:32,3311
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,申し訳ございません。 本日のゴール設定1on1は急遽仕事が入ってしまった為、キャンセルでお願いいたします。,2026-05-24 05:56:00,3316
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ありがとうございます。 自分はすでにかプライベートコンサルをさせていただいたので大丈夫ですれ,2026-05-24 12:11:52,3348
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサル受けてあります。 頑張ります。,2026-05-24 12:15:29,3351
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,先日面談にて話して、資金が全く準備できないため、辞退しました。 ご連絡ありがとうございます。,2026-05-24 12:21:07,3352
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,一度プライベートコンサルを受けて、金銭的な問題でサービスに申し込めなかったニンゲンも申し込んでいいのですか？,2026-05-24 12:37:14,3361
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサル受かって、参加しますので宜しくお願いします,2026-05-24 12:45:13,3370
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すみません💦 毎日作業会、間違えて予約していました…。 仕事のため、この時間キャンセルさせていただきまして、明日の時間に改めて予約させていただきたいと思います。 よろしくお願いいたします。,2026-05-24 13:02:06,3378
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,すでに28日に予約させて頂きました‼️ 宜しくお願い致します(よろしくお願いします),2026-05-24 13:09:19,3381
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,プライベートコンサルを申し込みしましたが、これは有料でしたか⁉️,2026-05-24 14:28:59,3400
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,1on1の面談はどれぐらいの所要時間ですか？,2026-05-24 14:31:34,3401
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,もし可能なのであれば、先日既に次の火曜日の18時半にゴール設定の面談を予約済みですが、誤送信における案内だったのでできるのかどうかがよくわかっておりません。していただけるのであればしていただきたいです。,2026-05-24 18:06:27,3430
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定１on1予約,2026-05-24 20:36:46,3456
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,質問です。 6月のカレンダーに 6/28の合宿、いつもと違う内容で、「アップデートセミナー」について、 １．プライム生でなくても参加できますか？ ２．できるとしたら、どう予約すればよいか？（セミナー参加ボタンから入っても6/28の予定が出ないです）,2026-05-24 21:21:32,3466
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,言葉は誰でも尽くせます。 ・居酒屋から連絡してくるようなサービスサポートの運営 ・しつこくラインを送りつけて参加してみたら人格否定をうけた営業職への勧誘 ・カリキュラム内容の一部について質問したら、AIに聞いてもわからないなら他やれば？と投げやりな質問回答 改善される機会はあったけど、特に直される予定もないですよね…としか感じられません。 プライベートコンサルとかで一部、狂信的に盛り上がってますが、置き去りにされてさっぱりわかりません。 このスキルプラスって、元々スキル持ってる人向けなんですよね？そこだけ60万払って感知できたことでした…虚しいですね。,2026-05-24 21:25:23,3467
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,これ追加でお金かかりますか？ かかるなら予約したんですけど結構です,2026-05-24 22:02:23,3473
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,私が受けたプライベートコンサルは物販で利益商品を発見できるツールを使って稼ぐって内容だったんですけど、考え方とかそんな話は一切なかったんですけど。 ツールの素晴らしさとそのあとブランドの卸しでスケールしてくみたいな流れでしたけど、オープンチャットで他者が書いている感想とは噛み合わないなと感じています…,2026-05-24 22:46:07,3477
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になります。 ゴール設定1on1に利用する ワークシートをご連携いたします。 当日はどうぞよろしくお願いいたします。 〔URL省略〕,2026-05-25 12:43:21,3507
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ご連絡ありがとうございます！回答させていただきました。 今日、完全プライベートコンサルに参加させていただきAmazon物販についてお話を聞きました。 それをやるかどうかに決めるにあたっての不安などもアンケートに書かせていただきました。 今がそのタイミングなのか、それとももう少し頑張ってみてからがいいのか… また、次の機会があるのか。値段もまた聞けていない状況で、どうしたいいのかとても悩んでいます🥹,2026-05-25 13:28:16,3513
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定1on1の予約はいつ頃取れるのでしょうか？,2026-05-25 13:45:33,3515
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さん 本日はありがとうございました！ とても参考になる面談で助かりました。 確認ですが、具体的な見るべき教材を文章で教えてもらっても良いでしょうか？ スライドは結局なしで良いんですね？ 他3つくらいだった気はするのですが。 よろしくお願いします🙇,2026-05-25 18:36:41,3533
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,◯◯さんと1ヶ月経過の面談したいです 6月5日 19時30分以降 6月8日 19時30分以降 6月10日 19時30分以降 都合合う日があればよろしくお願いします🙇‍♂️ なければ再度日程送ります！,2026-05-25 21:20:41,3550
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,ゴール設定1on1の日程を変更したい,2026-05-26 09:20:09,3579
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になっております。 面談を希望したいのですが可能な日程ありますか？,2026-05-26 14:58:13,3604
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になっております。 直近連絡できておらず、申し訳ありませんでした。 以前お話しした通りではありますが、海外出張の頻度が高まっており、今後もしばらくこの傾向が続く見込みです。また、クラウドソーシングサービスでの案件受注につきましても、以前ご相談した案件に限らず、面談まで進んだものの見送りとなるケースが続き、再現性に限界を感じております。 こうした状況もありますので、恐縮ではありますがこちら窓口についてご案内いただきたく存じます。 ついては、下記日程にて面談をお願いできますでしょうか。 ・5/27（火）8:30〜9:30 / 19:30〜22:00 ・5/28（水）8:30〜9:30 ・5/29（木）8:30〜9:30 ご都合のよいお時間帯をご教示いただけますと幸いです。 お忙しいところ恐れ入りますが、よろしくお願いいたします。,2026-05-26 15:57:55,3607
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,お世話になっております。 直近連絡できておらず、申し訳ありませんでした。 以前お話しした通りではありますが、海外出張の頻度が高まっており、今後もしばらくこの傾向が続く見込みです。また、クラウドソーシングサービスでの案件受注につきましても、以前ご相談した案件に限らず、面談まで進んだものの見送りとなるケースが続き、再現性に限界を感じております。 こうした状況もありますので、恐縮ではありますがこちら窓口についてご案内いただきたく存じます。 ついては、下記日程にて面談をお願いできますでしょうか。 ・5/27（火）8:30〜9:30 / 19:30〜22:00 ・5/28（水）8:30〜9:30 ・5/29（木）8:30〜9:30 ご都合のよいお時間帯をご教示いただけますと幸いです。 お忙しいところ恐れ入りますが、よろしくお願いいたします,2026-05-26 15:57:55,3608
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,"そうなんです、今まさにその段階で、 どうしてもサポートが3ヶ月なので、サポートを終えてのまとまったレポートが出せず、 感想シェアとサポートの様子をちょい見せした動画が今できる限界になっちゃってるんですよね😂 これを投稿にまとめて、何例も作ることで 「この人に習いたい！」を増やしていきたいですね！ 50,000円でやってたら、即決すぎたので、 80,000円に上げたところこれでも即決が続き、 システム調整しながら+全員の面談まわしながらだと私のキャパが限界きてしまうので、 最安を10万位内で3ヶ月でできる、にして6月スタート切ろうと思ってます👍🏻 引き続きよろしくお願いします！！！",2026-05-26 16:23:40,3611
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,"そうなんです、今まさにその段階で、 どうしてもサポートが3ヶ月なので、サポートを終えてのまとまったレポートが出せず、 感想シェアとサポートの様子をちょい見せした動画が今できる限界になっちゃってるんですよね😂 これを投稿にまとめて、何例も作ることで 「この人に習いたい！」を増やしていきたいですね！ 50,000円でやってたら、即決すぎたので、 80,000円に上げたところこれでも即決が続き、 システム調整しながら+全員の面談まわしながらだと私のキャパが限界きてしまうので、 最安を10万位内で3ヶ月でできる、にして6月スタート切ろうと思ってます👍🏻 引き続きよろしくお願いします！！！",2026-05-26 16:23:40,3612
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,★ゴール設定1on1の担当者についてお願い お世話になっております。 📅 日時： 2026年6月1日(月) 16:30から ↑ゴール設定の担当者の方を今まで通り◯◯さんでお願いします。 何卒よろしくお願いします🙇‍♀️,2026-05-26 16:26:46,3613
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,日中は基本的に仕事なので難しいです なので文面でお願いしているのですができないんですか？ 深夜でしたらビデオでの面談で都合がつく日はありますが当分日中は厳しいです,2026-05-26 17:49:53,3624
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,日中は基本的に仕事なので難しいです なので文面でお願いしているのですができないんですか？ 深夜でしたらビデオでの面談で都合がつく日はありますが当分日中は厳しいです,2026-05-26 17:49:53,3625
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,6月6日のスキルプラス合宿(AIエージェント)ですが予約が一杯でした。 キャンセルが出る事はないでしょうか？ 東京に行く機会があり、初めてオフラインでの参加を考えています。 よろしくお願いします。,2026-05-26 19:36:52,3639
S2-01,📅サービス② 予約の確認・変更,面談・1on1・コンサルの予約,こんばんは！ 本日1on1していただきましたが、 開放のためのURLが送られてきていません。 ここに送られてくるという認識でよろしいでしょうか？,2026-05-26 22:31:08,3659
